simID,areaName,scenario,mgmt,cropped,spinup,fire,BDA,wind,harvest,replicate
0,Hereford,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
1,Hereford,baseline,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
2,Hereford,baseline,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
3,Hereford,baseline,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
4,ForMont,baseline,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
5,ForMont,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
6,ForMont,baseline,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
7,ForMont,baseline,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
8,ForMont,baseline,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
9,ForMont,baseline,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
10,ForMont,baseline,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
11,ForMont,baseline,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
12,ForMont,baseline,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
13,ForMont,baseline,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
14,ForMont,baseline,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
15,Hereford,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
16,Hereford,baseline,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
17,Hereford,baseline,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
18,Hereford,baseline,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
19,ForMont,baseline,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
20,ForMont,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
21,ForMont,baseline,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
22,ForMont,baseline,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
23,ForMont,baseline,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
24,ForMont,baseline,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
25,ForMont,baseline,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
26,ForMont,baseline,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
27,ForMont,baseline,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
28,ForMont,baseline,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
29,ForMont,baseline,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
30,Hereford,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
31,Hereford,baseline,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
32,Hereford,baseline,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
33,Hereford,baseline,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
34,ForMont,baseline,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
35,ForMont,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
36,ForMont,baseline,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
37,ForMont,baseline,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
38,ForMont,baseline,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
39,ForMont,baseline,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
40,ForMont,baseline,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
41,ForMont,baseline,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
42,ForMont,baseline,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
43,ForMont,baseline,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
44,ForMont,baseline,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
45,Hereford,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
46,Hereford,baseline,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
47,Hereford,baseline,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
48,Hereford,baseline,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
49,ForMont,baseline,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
50,ForMont,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
51,ForMont,baseline,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
52,ForMont,baseline,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
53,ForMont,baseline,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
54,ForMont,baseline,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
55,ForMont,baseline,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
56,ForMont,baseline,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
57,ForMont,baseline,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
58,ForMont,baseline,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
59,ForMont,baseline,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
60,Hereford,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
61,Hereford,baseline,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
62,Hereford,baseline,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
63,Hereford,baseline,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
64,ForMont,baseline,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
65,ForMont,baseline,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
66,ForMont,baseline,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
67,ForMont,baseline,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
68,ForMont,baseline,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
69,ForMont,baseline,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
70,ForMont,baseline,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
71,ForMont,baseline,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
72,ForMont,baseline,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
73,ForMont,baseline,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
74,ForMont,baseline,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
75,Hereford,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
76,Hereford,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
77,Hereford,RCP45,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
78,Hereford,RCP85,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
79,Hereford,RCP45,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
80,Hereford,RCP85,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
81,Hereford,RCP45,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
82,Hereford,RCP85,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
83,ForMont,RCP45,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
84,ForMont,RCP85,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
85,ForMont,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
86,ForMont,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
87,ForMont,RCP45,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
88,ForMont,RCP85,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
89,ForMont,RCP45,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
90,ForMont,RCP85,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
91,ForMont,RCP45,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
92,ForMont,RCP85,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
93,ForMont,RCP45,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
94,ForMont,RCP85,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
95,ForMont,RCP45,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
96,ForMont,RCP85,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
97,ForMont,RCP45,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
98,ForMont,RCP85,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
99,ForMont,RCP45,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
100,ForMont,RCP85,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
101,ForMont,RCP45,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
102,ForMont,RCP85,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
103,ForMont,RCP45,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
104,ForMont,RCP85,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1
105,Hereford,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
106,Hereford,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
107,Hereford,RCP45,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
108,Hereford,RCP85,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
109,Hereford,RCP45,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
110,Hereford,RCP85,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
111,Hereford,RCP45,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
112,Hereford,RCP85,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
113,ForMont,RCP45,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
114,ForMont,RCP85,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
115,ForMont,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
116,ForMont,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
117,ForMont,RCP45,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
118,ForMont,RCP85,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
119,ForMont,RCP45,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
120,ForMont,RCP85,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
121,ForMont,RCP45,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
122,ForMont,RCP85,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
123,ForMont,RCP45,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
124,ForMont,RCP85,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
125,ForMont,RCP45,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
126,ForMont,RCP85,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
127,ForMont,RCP45,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
128,ForMont,RCP85,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
129,ForMont,RCP45,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
130,ForMont,RCP85,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
131,ForMont,RCP45,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
132,ForMont,RCP85,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
133,ForMont,RCP45,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
134,ForMont,RCP85,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2
135,Hereford,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
136,Hereford,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
137,Hereford,RCP45,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
138,Hereford,RCP85,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
139,Hereford,RCP45,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
140,Hereford,RCP85,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
141,Hereford,RCP45,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
142,Hereford,RCP85,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
143,ForMont,RCP45,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
144,ForMont,RCP85,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
145,ForMont,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
146,ForMont,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
147,ForMont,RCP45,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
148,ForMont,RCP85,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
149,ForMont,RCP45,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
150,ForMont,RCP85,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
151,ForMont,RCP45,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
152,ForMont,RCP85,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
153,ForMont,RCP45,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
154,ForMont,RCP85,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
155,ForMont,RCP45,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
156,ForMont,RCP85,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
157,ForMont,RCP45,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
158,ForMont,RCP85,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
159,ForMont,RCP45,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
160,ForMont,RCP85,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
161,ForMont,RCP45,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
162,ForMont,RCP85,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
163,ForMont,RCP45,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
164,ForMont,RCP85,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3
165,Hereford,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
166,Hereford,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
167,Hereford,RCP45,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
168,Hereford,RCP85,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
169,Hereford,RCP45,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
170,Hereford,RCP85,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
171,Hereford,RCP45,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
172,Hereford,RCP85,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
173,ForMont,RCP45,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
174,ForMont,RCP85,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
175,ForMont,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
176,ForMont,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
177,ForMont,RCP45,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
178,ForMont,RCP85,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
179,ForMont,RCP45,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
180,ForMont,RCP85,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
181,ForMont,RCP45,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
182,ForMont,RCP85,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
183,ForMont,RCP45,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
184,ForMont,RCP85,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
185,ForMont,RCP45,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
186,ForMont,RCP85,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
187,ForMont,RCP45,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
188,ForMont,RCP85,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
189,ForMont,RCP45,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
190,ForMont,RCP85,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
191,ForMont,RCP45,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
192,ForMont,RCP85,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
193,ForMont,RCP45,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
194,ForMont,RCP85,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
195,Hereford,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
196,Hereford,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
197,Hereford,RCP45,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
198,Hereford,RCP85,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
199,Hereford,RCP45,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
200,Hereford,RCP85,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
201,Hereford,RCP45,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
202,Hereford,RCP85,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
203,ForMont,RCP45,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
204,ForMont,RCP85,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
205,ForMont,RCP45,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
206,ForMont,RCP85,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
207,ForMont,RCP45,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
208,ForMont,RCP85,2.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
209,ForMont,RCP45,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
210,ForMont,RCP85,2.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
211,ForMont,RCP45,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
212,ForMont,RCP85,2.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
213,ForMont,RCP45,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
214,ForMont,RCP85,3.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
215,ForMont,RCP45,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
216,ForMont,RCP85,3.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
217,ForMont,RCP45,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
218,ForMont,RCP85,3.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
219,ForMont,RCP45,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
220,ForMont,RCP85,4.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
221,ForMont,RCP45,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
222,ForMont,RCP85,4.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
223,ForMont,RCP45,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
224,ForMont,RCP85,4.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
225,Hereford,baseline,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1
226,Hereford,RCP45,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1
227,Hereford,RCP85,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1
228,Hereford,baseline,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2
229,Hereford,RCP45,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2
230,Hereford,RCP85,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2
231,Hereford,baseline,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3
232,Hereford,RCP45,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3
233,Hereford,RCP85,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3
234,Hereford,baseline,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4
235,Hereford,RCP45,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4
236,Hereford,RCP85,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4
237,Hereford,baseline,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5
238,Hereford,RCP45,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5
239,Hereford,RCP85,conservation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5
